CRASH_RECORD_ID,CRASH_DATE,CRASH_TYPE,CRASH_MONTH,CRASH_YEAR,CRASH_TIME
455767cb643ad03d7d40a17225c6b2189f776ff1af5a9a42a321c39a6a1cfd69a213b95e367263a15af6464286318f4d5b8ebba0b2f23ffc45ea0a13ca29dd5b,2020-11-28 15:00:00,V,11,2020,15:00:00
455767cb643ad03d7d40a17225c6b2189f776ff1af5a9a42a321c39a6a1cfd69a213b95e367263a15af6464286318f4d5b8ebba0b2f23ffc45ea0a13ca29dd5b,2020-11-28 15:00:00,V,11,2020,15:00:00
25788954e7f4ecd280d88f1cab196421e0d86b2b2f42426e9f215de8e486c021698c952201be864bf5daca89bade1e7b324e51221997773f068cd07a9e9fe044,2020-11-28 17:00:00,V,11,2020,17:00:00
d0cfcca35568f36d5ff6a7f7d3e48e4129f15746281d6a739fc2d9e47d38aa48188cb95c2279d518ddeea1f33013ccb56a0cd326f4baf1393d3a97d2230da03a,2016-11-23 01:00:00,V,11,2016,01:00:00
25788954e7f4ecd280d88f1cab196421e0d86b2b2f42426e9f215de8e486c021698c952201be864bf5daca89bade1e7b324e51221997773f068cd07a9e9fe044,2020-11-28 17:00:00,V,11,2020,17:00:00
9109025e4ff848e0c5188dc79ffc67a8262fe7a9c92b614653f04f1b421aea991e4a904f0d5592e0c465cfa0cb9f5eee7f3770b440c0f3b563a636711a4a2001,2020-11-28 17:30:00,V,11,2020,17:30:00
9109025e4ff848e0c5188dc79ffc67a8262fe7a9c92b614653f04f1b421aea991e4a904f0d5592e0c465cfa0cb9f5eee7f3770b440c0f3b563a636711a4a2001,2020-11-28 17:30:00,V,11,2020,17:30:00
851cdbd8f59ace957fc6264c04d6c74c58004c3c221e5bdffe8ccbe6bdbd2cfd3b84843d9ee1cd17b25ed15de0a88befef0af8bdca30933dd0bc04327c0dcbf7,2020-11-28 17:50:00,V,11,2020,17:50:00
851cdbd8f59ace957fc6264c04d6c74c58004c3c221e5bdffe8ccbe6bdbd2cfd3b84843d9ee1cd17b25ed15de0a88befef0af8bdca30933dd0bc04327c0dcbf7,2020-11-28 17:50:00,V,11,2020,17:50:00
e117c353ff51d69bb64a89ffb73ed2735c0c676c4545a040d02e9b4757532a2b212cce649d39e7d9ce745d81a0d7cd90b7ce364f547849b7b6a0d57e1d072928,2020-11-28 17:20:00,V,11,2020,17:20:00
e117c353ff51d69bb64a89ffb73ed2735c0c676c4545a040d02e9b4757532a2b212cce649d39e7d9ce745d81a0d7cd90b7ce364f547849b7b6a0d57e1d072928,2020-11-28 17:20:00,V,11,2020,17:20:00
b58165635658edb11871b5ee2a479becb8b014a99a6c8ccd60dc7a48b9756a6a8d20c5d4774120e091047ecd8403562fcb5b7b3572d8e656b969d91e510eba8d,2016-11-23 01:02:00,V,11,2016,01:02:00
1d40affa7b46fb109f9460e297602c1e5800f79d962c2a8b628a86c13eb9460302e3ac4d65a74b1fb6592901deed5f1a39632faf95c97faaa7b1ac96e4f94677,2020-11-28 17:26:00,V,11,2020,17:26:00
1d40affa7b46fb109f9460e297602c1e5800f79d962c2a8b628a86c13eb9460302e3ac4d65a74b1fb6592901deed5f1a39632faf95c97faaa7b1ac96e4f94677,2020-11-28 17:26:00,V,11,2020,17:26:00
68993bee7e9ccc5489c8d982416212cf820e99f129d3547af922cf6e545211bce6aef61215602223c6465d4b04cb1fd56e62642684fd0632ac6ad74b9eb3aa0b,2020-11-28 17:20:00,V,11,2020,17:20:00
68993bee7e9ccc5489c8d982416212cf820e99f129d3547af922cf6e545211bce6aef61215602223c6465d4b04cb1fd56e62642684fd0632ac6ad74b9eb3aa0b,2020-11-28 17:20:00,V,11,2020,17:20:00
0d570c8ba12271bb7efb4118c96cacb3d548de48ed7c1cef0f73788c39ba6b546c958693dd87dde7cd7599bad54d08915b74d18f2dfd085cf46525b0e018f3a7,2020-11-28 17:45:00,V,11,2020,17:45:00
0d570c8ba12271bb7efb4118c96cacb3d548de48ed7c1cef0f73788c39ba6b546c958693dd87dde7cd7599bad54d08915b74d18f2dfd085cf46525b0e018f3a7,2020-11-28 17:45:00,V,11,2020,17:45:00
80aa50964938ba2c5323b88cd332a455538d0648afe6efbb709835e45285a808722571f9f04a6ad11b5bed477e8dfc54522a55a5653dc48f6e3983d1f73e7a8a,2020-11-28 17:37:00,V,11,2020,17:37:00
06918aeb90a204348771c9d52e84f20b0cbcfadd9ba2de87645637c29f0f6cfc567384f4b47c994c1dde695cbdbc3dc83635d11728b3ad2389dfc21bf1d46b44,2020-11-28 18:03:00,V,11,2020,18:03:00
06918aeb90a204348771c9d52e84f20b0cbcfadd9ba2de87645637c29f0f6cfc567384f4b47c994c1dde695cbdbc3dc83635d11728b3ad2389dfc21bf1d46b44,2020-11-28 18:03:00,V,11,2020,18:03:00
4c9e481f07552de6a16a4afbeb315a502efcb211eb4b57a711931f7297490d516d33f75f9ede27899c3817fe5c084a945487b28a3a4e5bfe31355a4f8e08c54b,2020-11-24 11:30:00,V,11,2020,11:30:00
b58165635658edb11871b5ee2a479becb8b014a99a6c8ccd60dc7a48b9756a6a8d20c5d4774120e091047ecd8403562fcb5b7b3572d8e656b969d91e510eba8d,2016-11-23 01:02:00,V,11,2016,01:02:00
4c9e481f07552de6a16a4afbeb315a502efcb211eb4b57a711931f7297490d516d33f75f9ede27899c3817fe5c084a945487b28a3a4e5bfe31355a4f8e08c54b,2020-11-24 11:30:00,V,11,2020,11:30:00
1b226acb7d7ef648ede4e7a4419692d545262777316f2aa4a018d969a8bb742d8fc24e2a17c9d68af9b6b5f5f71d928dac734b923ffb3c92469eee2a88e9a15a,2020-11-28 12:00:00,V,11,2020,12:00:00
1b226acb7d7ef648ede4e7a4419692d545262777316f2aa4a018d969a8bb742d8fc24e2a17c9d68af9b6b5f5f71d928dac734b923ffb3c92469eee2a88e9a15a,2020-11-28 12:00:00,V,11,2020,12:00:00
a7e3292e79b0a41e1a0ad7749dd0eb275142e99196a89f5baa85128a0f0ec999e4a75ef02a08f911eb123292e2f4f94e05f53f8dfe543faf75b8471997cc1c06,2020-11-28 17:19:00,V,11,2020,17:19:00
a7e3292e79b0a41e1a0ad7749dd0eb275142e99196a89f5baa85128a0f0ec999e4a75ef02a08f911eb123292e2f4f94e05f53f8dfe543faf75b8471997cc1c06,2020-11-28 17:19:00,V,11,2020,17:19:00
a7e3292e79b0a41e1a0ad7749dd0eb275142e99196a89f5baa85128a0f0ec999e4a75ef02a08f911eb123292e2f4f94e05f53f8dfe543faf75b8471997cc1c06,2020-11-28 17:19:00,V,11,2020,17:19:00
96278c351df1695dfbfb9a11b5127c3a2046e0b8580650ee18daa259007313a0ce35c05dc44fd0c2cdb1a4057c5afe77a56b42e07a50d51b7a92e8a4dfabcf05,2020-11-28 17:53:00,V,11,2020,17:53:00
96278c351df1695dfbfb9a11b5127c3a2046e0b8580650ee18daa259007313a0ce35c05dc44fd0c2cdb1a4057c5afe77a56b42e07a50d51b7a92e8a4dfabcf05,2020-11-28 17:53:00,V,11,2020,17:53:00
6fea9e0e8674cdcdb075dc2639cd580e6812bed4280d66bcf40270b3cd59cf09b481f429bbba8ea5ed3bc0d1feb887fe6a4ceb563e6d6678e596709ae663137c,2020-11-28 18:00:00,V,11,2020,18:00:00
b253d1fb9c3461a1511776ac395edad2a4464789853aa1f3c75392aedc817196fc5cb3b53cec1e19b303eec139377a79659df749faf5ccdf024393b8db8024f5,2016-11-23 00:30:00,V,11,2016,00:30:00
6fea9e0e8674cdcdb075dc2639cd580e6812bed4280d66bcf40270b3cd59cf09b481f429bbba8ea5ed3bc0d1feb887fe6a4ceb563e6d6678e596709ae663137c,2020-11-28 18:00:00,V,11,2020,18:00:00
4a59fbb124c3718cdf2a26e8f4f74300e44d7587830a587ec201436a2efbbd9d71d989d4e2e6a8d3d6d4ce556b011bcef274f12261b5768dc218b91bdf385a00,2020-11-28 17:35:00,V,11,2020,17:35:00
4a59fbb124c3718cdf2a26e8f4f74300e44d7587830a587ec201436a2efbbd9d71d989d4e2e6a8d3d6d4ce556b011bcef274f12261b5768dc218b91bdf385a00,2020-11-28 17:35:00,V,11,2020,17:35:00
3a787d4a6ea330a353b400495e04deb931a7fa8d70db23c8fe609a817a66f6411ccbb932acdbeb6b08ff9b7407c28c0bb09cc65671026f0e5f6667838759d361,2020-11-28 17:40:00,V,11,2020,17:40:00
3a787d4a6ea330a353b400495e04deb931a7fa8d70db23c8fe609a817a66f6411ccbb932acdbeb6b08ff9b7407c28c0bb09cc65671026f0e5f6667838759d361,2020-11-28 17:40:00,V,11,2020,17:40:00
3564304b138dbc0044893b9f0c47fbb8cf6f585e33a13100fdbd5f232277826ce0294c14d578a40c29e07fc9e34d8de9d042d2ecd2a9b1a24852342fe2485f31,2020-11-28 17:39:00,V,11,2020,17:39:00
120c0324e3a3fa67f57c1f636980956953f78164b7d1f5c7740f392ba7333dfa8cbcd130003686803af66ba730c613775873caffc90b38c4645faf4c9a3fe04e,2020-11-28 17:54:00,V,11,2020,17:54:00
120c0324e3a3fa67f57c1f636980956953f78164b7d1f5c7740f392ba7333dfa8cbcd130003686803af66ba730c613775873caffc90b38c4645faf4c9a3fe04e,2020-11-28 17:54:00,V,11,2020,17:54:00
fd7b4792ee51c3aa1c7295eb70fa12c3c03a7de6faa7eb15cec5ddc7200ab37d20f8d155d6b8794f90d767e6f6855a6fae8299a45b2b7628a1f84a2f7d9904c5,2020-11-28 15:30:00,V,11,2020,15:30:00
b253d1fb9c3461a1511776ac395edad2a4464789853aa1f3c75392aedc817196fc5cb3b53cec1e19b303eec139377a79659df749faf5ccdf024393b8db8024f5,2016-11-23 00:30:00,V,11,2016,00:30:00
fd7b4792ee51c3aa1c7295eb70fa12c3c03a7de6faa7eb15cec5ddc7200ab37d20f8d155d6b8794f90d767e6f6855a6fae8299a45b2b7628a1f84a2f7d9904c5,2020-11-28 15:30:00,V,11,2020,15:30:00
1ae1b0c48e15183bbe769d354ce8f6f38e8f690155159abd3bbfc0a7c5519b7190f0f514ed0e6a60fbafb0938ccd73f631649f7390daf0493ca48007068ebea4,2020-11-28 17:20:00,V,11,2020,17:20:00
1ae1b0c48e15183bbe769d354ce8f6f38e8f690155159abd3bbfc0a7c5519b7190f0f514ed0e6a60fbafb0938ccd73f631649f7390daf0493ca48007068ebea4,2020-11-28 17:20:00,V,11,2020,17:20:00
8cfb26bfb84599087ee60f62bac1da0bb559a3213df1eade7ae598d3dade74569f630f0f71c115112b61dfe6b66742508db3f462d8cc3bf50eb8dd1143c805fa,2020-11-24 18:30:00,V,11,2020,18:30:00
8cfb26bfb84599087ee60f62bac1da0bb559a3213df1eade7ae598d3dade74569f630f0f71c115112b61dfe6b66742508db3f462d8cc3bf50eb8dd1143c805fa,2020-11-24 18:30:00,V,11,2020,18:30:00
9824fe7b29599b26d69e02ca9fd718aee5b214e04ecf403218be815f978de7bac8afdd15302214f8f70f157dd65e43cadf1d97954c733e8eebb93790a703d9c1,2020-11-28 18:25:00,V,11,2020,18:25:00
9824fe7b29599b26d69e02ca9fd718aee5b214e04ecf403218be815f978de7bac8afdd15302214f8f70f157dd65e43cadf1d97954c733e8eebb93790a703d9c1,2020-11-28 18:25:00,V,11,2020,18:25:00
7ff44e5b1a933b731be473fbd0caf6504cb302b0d80275536a78c978c58dd8432f3f70c7094071eedb7a128ebd70726f7a7ac7a8fa06a153a298e690ac5feaa1,2020-11-27 17:55:00,V,11,2020,17:55:00
7ff44e5b1a933b731be473fbd0caf6504cb302b0d80275536a78c978c58dd8432f3f70c7094071eedb7a128ebd70726f7a7ac7a8fa06a153a298e690ac5feaa1,2020-11-27 17:55:00,V,11,2020,17:55:00
57dfb043faa3d0cbd3b4a274fa025303b7bf04410f1b02db483ab12615bbc317cffb5050ec7fe3565b6b9b98f23faa1ba7c21b305e6ec0b43875f49a29aff527,2016-11-22 21:35:00,V,11,2016,21:35:00
5b7524bea5101d67deda2c7a1a2765188f83fed345e3bf4a749c182805e61ebe95b227a673406e051e47cbf872eca5bf65407c4592a69c65cb7d6f46e5a280cf,2020-11-10 15:40:00,V,11,2020,15:40:00
5b7524bea5101d67deda2c7a1a2765188f83fed345e3bf4a749c182805e61ebe95b227a673406e051e47cbf872eca5bf65407c4592a69c65cb7d6f46e5a280cf,2020-11-10 15:40:00,V,11,2020,15:40:00
48b5f9ca5cd4cdc509a31920a2fa414240a731eb56e5080f175cafbd0bb93fb5a6aa5d71e2a64e0a5fbd079ce1b80f3246083dc35ec7af7063587eefed29b7f4,2020-11-28 16:38:00,V,11,2020,16:38:00
48b5f9ca5cd4cdc509a31920a2fa414240a731eb56e5080f175cafbd0bb93fb5a6aa5d71e2a64e0a5fbd079ce1b80f3246083dc35ec7af7063587eefed29b7f4,2020-11-28 16:38:00,V,11,2020,16:38:00
