CRASH_RECORD_ID,CRASH_DATE,WEATHER_CONDITION,LIGHTING_CONDITION,ROADWAY_SURFACE_COND,REPORT_TYPE,DATE_POLICE_NOTIFIED,LATITUDE,LONGITUDE,LOCATION,Crash_Type
40319975f26070a9d1a1f7284452bcb44feddcc688fe299017f160884cbc97758f429e882b560eb3e02a1f7a914614da06615a5d1d5cc9597c0cb1a388cdd6a9,03/09/2017 01:00:00 PM,CLEAR,DAYLIGHT,DRY,NOT ON SCENE (DESK REPORT),03/11/2017 04:32:00 PM,41.913424362,-87.763291933,POINT (-87.763291933019 41.913424361981),C
4144e6963ef632af1e957418a8401c273447c25b41ef609df945bb7e9121c6e97e4960c568f29c74eace25fda147eed1f3d1215047b84d4d074d0a12bf97bd16,07/05/2020 08:00:00 AM,CLEAR,DAYLIGHT,DRY,NOT ON SCENE (DESK REPORT),07/05/2020 09:15:00 AM,41.793606501,-87.666860959,POINT (-87.666860959032 41.793606501021),C
4115b4b0584c53f0098cba65422e524b749e1eab14d8ba4067bce3e6f462b6e534ae9eacf24de994255d91e01bb833cc37b6ea05406b5a75f14daff042c28392,01/14/2020 07:50:00 AM,CLEAR,DAYLIGHT,DRY,ON SCENE,01/14/2020 07:55:00 AM,41.744151639,-87.585945067,POINT (-87.585945066953 41.744151639042),C
3f18ea85be308581919c5b3a1892c9505e01a058703fce3028a0f6647beabdc61dcae96c9f6702b5ccbabc9b66fa46e908f7ae35f5c95fb8b65d65a5193edeab,01/18/2023 08:00:00 PM,RAIN,"DARKNESS, LIGHTED ROAD",WET,NOT ON SCENE (DESK REPORT),01/18/2023 09:20:00 PM,41.910510066,-87.638720004,POINT (-87.638720003959 41.910510065958),C
3f5f1d0d6668a456642789b2479df78568ccb22e5f7bfb4ce5450489340ae2791235efcfb28edef0705dfc04f6d86c618a560e17d595abcf3c4965c79586e5d2,01/27/2021 03:50:00 PM,CLEAR,DAYLIGHT,WET,NOT ON SCENE (DESK REPORT),01/27/2021 04:10:00 PM,41.713710444,-87.542943489,POINT (-87.542943489015 41.713710443965),C
3f68d8a3cc2b8f8597466aab14caf6b95541c865a263e48d746a290fc03f350758bf22c6b9d4639c5dec15deeda6d414783caa89648b75c3ea989423882c5542,07/03/2018 09:05:00 PM,CLEAR,DARKNESS,DRY,ON SCENE,07/03/2018 09:21:00 PM,41.994954329,-87.699697852,POINT (-87.699697851977 41.994954329009),C
408de5ff4c030b8750762a3de4d610d25f78edb5ae850166fb9e3e6d1d02e4118f332cbf2060fac44066b42e235a4f25941a0d1c21a22c9d7416187302626a0e,03/12/2023 07:42:00 PM,CLEAR,"DARKNESS, LIGHTED ROAD",WET,NOT ON SCENE (DESK REPORT),03/13/2023 08:15:00 PM,41.927561087,-87.75612628,POINT (-87.756126279999 41.927561086987),C
3f33f226fb6cad5631dc1329e598327df4f1881f4e1ee3f00da8b91d10b64e942c58872b664674d22729b867b767f2121f4ea320710289156e25f1be1bf4088b,03/11/2021 07:30:00 AM,CLEAR,DAYLIGHT,DRY,ON SCENE,03/11/2021 07:34:00 AM,41.947099198,-87.751127087,POINT (-87.751127086954 41.947099197969),C
415c8a16816856ab1c71d973b399c13ed8fa749a3c67e513ad46b63d8f75722209e83b781e2b6f322d4837a7801468efc0bee81187218293bbb228302e8bb57f,04/17/2017 05:00:00 PM,CLEAR,DAYLIGHT,UNKNOWN,NOT ON SCENE (DESK REPORT),04/17/2017 05:11:00 PM,41.95520994,-87.662932765,POINT (-87.662932764952 41.955209940006),C
3edbddbda6599131b2ed2d03b81bf2505f47329f3c5f903f12902754931caa6729cb7400cc92d5761739e7ae5c75f3b063cb3147e7dcc4c51edfac3bf229d25e,07/29/2021 06:59:00 PM,CLEAR,DAYLIGHT,DRY,ON SCENE,07/29/2021 07:01:00 PM,41.954212921,-87.666512458,POINT (-87.666512457952 41.954212920958),C
3f0a6d0f013ac8efb04d8bf4694478da52658d15126d9c30aa7c00d5592bd2071fb8d42a436f886c131b447094c3916062852637b8c95f32b33b32b1fed42e93,05/16/2022 08:29:00 AM,CLEAR,DAYLIGHT,DRY,NOT ON SCENE (DESK REPORT),05/16/2022 10:00:00 AM,41.74579217,-87.635369997,POINT (-87.63536999702 41.745792169991),C
3f3b0cda891bfe90dc7bd027c169aa6c9ed2f505193405ecca63f212a9f2fbeaeffd1d2c41ab4b6fa9e7a59b90b1a451391578728557bad75f6fb0b25036f7f4,02/15/2022 08:52:00 AM,CLEAR,DAYLIGHT,UNKNOWN,NOT ON SCENE (DESK REPORT),02/15/2022 11:38:00 AM,41.712186303,-87.65133467,POINT (-87.651334669954 41.712186303048),C
40cb7aa9da6c392b75954b5b760d1365cf16d23c80e1f536f737450ac056405964841fde0753f31093f054867e03399c3bed905c80028a47d90f2d925d18e5da,12/24/2017 11:21:00 AM,SNOW,DAYLIGHT,SNOW OR SLUSH,ON SCENE,12/24/2017 11:30:00 AM,42.018426707,-87.704441479,POINT (-87.704441478962 42.01842670696),C
41425723c01707bae0bd5da0644b49dff0b4443de62ae050d68bff145aa4fd26981efa1b4c8811cf551a7ba82595f670dd55137340176c2adc8ab2ea45a07aa0,12/06/2017 10:30:00 AM,CLEAR,DAYLIGHT,DRY,NOT ON SCENE (DESK REPORT),12/06/2017 12:05:00 PM,41.886676655,-87.69354148,POINT (-87.693541479988 41.886676655033),C
3ff541462ce58c295150941949695d547e3be808c01f606334dd3d4ad38ad7bade1bb503e65e6d637cecbe0ab22f5a4b0cd91c613e1f0602c645c00556823b61,09/25/2020 03:30:00 PM,CLEAR,DAYLIGHT,DRY,ON SCENE,09/25/2020 06:50:00 PM,41.705705738,-87.58631682,POINT (-87.586316820015 41.705705737973),C
418725a4e91d9db0c432dff749de97dcda04e3514e274ce97624288c06d6615b47f5e6fc1230a127278b1b8f0684a3eae47893225e862ea6d259bcc3bda69834,01/13/2021 03:00:00 PM,CLEAR,DAYLIGHT,DRY,NOT ON SCENE (DESK REPORT),01/13/2021 04:30:00 PM,41.995579197,-87.675876884,POINT (-87.675876883986 41.995579196996),C
3ec53f37b4bb305644241bcda26fad0f0572419f59fb3867ef163ed3f5deeb54845a94be3f45221f613b418348abd043390838fa27f89da38a92540fddaaf98a,05/12/2017 07:00:00 AM,UNKNOWN,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),05/12/2017 05:23:00 PM,41.839224846,-87.713573488,POINT (-87.713573487964 41.839224845951),C
4057bfb5029b44fa7895975d8d1232dcf6414ca7aa02f464e3dccba1c3058debf37ea2dbc32fdacd57944a3da1f29b2b39f9def7295816cc7692dbc5a4987c1a,01/04/2023 10:37:00 AM,CLOUDY/OVERCAST,DAYLIGHT,WET,ON SCENE,01/04/2023 10:39:00 AM,41.862555058,-87.640397616,POINT (-87.640397615988 41.862555058045),C
403ef77f1379b699f2c19e8bf4b8f505ce7761a79f69705f257b4890f23a062da137fc437655b0d13de9df6d3072a0e9f9c3bf68531488753acb1d7b974e8a3c,11/15/2019 06:30:00 AM,CLEAR,DAYLIGHT,DRY,ON SCENE,11/15/2019 06:45:00 AM,41.911001887,-87.774171516,POINT (-87.774171515978 41.911001887034),C
3fb5cbe4e2da252085cbce4ba936133f04fcb431ff8c16e94641ad96c7f59041194456357a3e86732dfce467188792b44da8ea448360c5d0a280847b843bcd3a,12/05/2017 07:30:00 AM,UNKNOWN,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),12/05/2017 06:00:00 PM,41.92215784,-87.771860156,POINT (-87.771860156029 41.922157839981),C
3f815429482087ddad55aab409fe75a6e5ab1d2cd263b58a8a3381743ce81be2185b995009da4bc89700e630de5bb54bbf68c77918fde3dd2b45031f58018dd5,04/13/2023 09:00:00 AM,CLEAR,UNKNOWN,DRY,ON SCENE,04/13/2023 11:00:00 AM,42.008503058,-87.692291736,POINT (-87.692291736035 42.00850305799),C
4007b28a55a2c78b8848f2e0b872fbcfc6a74f4d88cd36ab322a38aff91f04a8e9176a46fc90a3a43e9cc034f554ac8d78217186762b3ebf97155738acb80597,06/23/2020 12:55:00 PM,CLEAR,DAYLIGHT,DRY,NOT ON SCENE (DESK REPORT),06/23/2020 01:28:00 PM,41.779351179,-87.684804466,POINT (-87.684804465996 41.779351179003),C
40a556c375b70afa34cba587e0dddba95773bec973f84c230c65c7bdc225c88536e683e82ea317e96c38ae53218d6d9a380441fb1e086256242d51f84b4b9de4,01/17/2018 10:30:00 PM,UNKNOWN,UNKNOWN,WET,ON SCENE,01/18/2018 11:01:00 AM,41.976534052,-87.768327467,POINT (-87.768327467035 41.976534051981),C
4152f34c00eb34ed7af698b2e3023d28190992ed0e99a6812cfadf7f610c48bb9d8cccef51817bdfcedcc38054305af4f183648544f18518eefb51c8f73e03b4,06/29/2017 08:20:00 AM,CLEAR,DAYLIGHT,DRY,NOT ON SCENE (DESK REPORT),06/29/2017 09:30:00 AM,41.917146981,-87.743558201,POINT (-87.743558201019 41.917146980983),C
3ed99ff5d78f2fdf5a7489c3e3b8e1de2e9a78a6eae9e96b46dfb4cc7d32105f38c7ec5afa35e60004a805586128243005d3dd2a7c4bba2893cda0693aafd32b,07/29/2022 02:22:00 PM,CLEAR,DAYLIGHT,DRY,NOT ON SCENE (DESK REPORT),07/30/2022 09:40:00 PM,41.899422807,-87.678260554,POINT (-87.678260554048 41.899422807039),C
4109bde9fcc50ba10d900c68c8cb51d4db1014f1809ddea6c3746a070a85ef10a94807505dc8521a4e6873ee643c6d0fcdaa3bcf70e45b265555e836c75c4c88,09/30/2021 03:00:00 PM,CLEAR,DAYLIGHT,DRY,NOT ON SCENE (DESK REPORT),09/30/2021 06:00:00 PM,41.735617589,-87.669285839,POINT (-87.669285839025 41.735617589025),C
3f6023d4a652d42c9d755ff8542396430911c6f6b559cfd86794c0787bce41a323326af8023ff08ddb2c9ed18fbe5382f62fb4c40ad9067156845b0e5d0df014,07/13/2020 09:00:00 PM,CLEAR,"DARKNESS, LIGHTED ROAD",DRY,ON SCENE,07/13/2020 09:56:00 PM,41.968680809,-87.693861033,POINT (-87.693861033037 41.968680808972),C
40cd7a9755498e8cc90534f8a54a8d641574c7ed66f629787ac6a4b975bcdb6f1528ac453e6159146bbc04ec462178d3746f4f1ebafd113aa6ac9c9ca6689862,03/30/2022 11:10:00 AM,RAIN,DAYLIGHT,WET,NOT ON SCENE (DESK REPORT),03/30/2022 04:15:00 PM,41.909091248,-87.66131723,POINT (-87.661317230018 41.909091248043),C
40c7e6d49e533dfaff6049983478e51e2ebf59c9abd6043a3ca1c45ab62de047dfa6665bbd61aa592edeb93344a844217d7c1fddd83010c27f237032ef7f798a,12/03/2017 09:15:00 PM,CLEAR,DARKNESS,DRY,NOT ON SCENE (DESK REPORT),12/03/2017 09:25:00 PM,41.779853803,-87.631809648,POINT (-87.631809647996 41.779853802992),C
3ed4ef6fff680f14e93d8793c0f26fcca085085456ffd356ff27498b7f5e7e3a3474ca3d6b429c3d544fe011018b4b1235f9fd8d5bb4da12942ac9f9a19ce142,10/17/2017 02:57:00 PM,CLEAR,DAYLIGHT,DRY,NOT ON SCENE (DESK REPORT),10/17/2017 03:25:00 PM,41.882250367,-87.7723612,POINT (-87.772361200048 41.882250366972),C
3fd044872190c589a09acdf4f5596ec963cf491e9f97dfccf551504661699b5f11d25f8cb6b9e7e0bae512d118fd02f37773f3025919aed6a0116d8659b96a04,08/08/2019 03:50:00 PM,CLEAR,DAYLIGHT,DRY,NOT ON SCENE (DESK REPORT),08/08/2019 04:08:00 PM,41.895627547,-87.710202502,POINT (-87.710202501959 41.895627546974),C
3f67695f5c49f804f3fe42f374e0c56003bac5e33875126834986c2bb7cd14e002eee5b924887de3f5f0b26117e0c69c95914518d116a62bbb7124fd62120a05,01/25/2021 12:22:00 PM,CLEAR,DAYLIGHT,DRY,ON SCENE,01/25/2021 12:22:00 PM,41.964541591,-87.656762551,POINT (-87.65676255096 41.964541590956),C
3f8fa59ec346a7758de7e7fc25f8f707d7075f339e6a9fcbb711b7c69e055e3050c5072e1a8cf44de67b6bf0103d35d01ceb1c742129874839914d224d6c9c65,09/01/2019 05:48:00 PM,CLEAR,DAYLIGHT,DRY,NOT ON SCENE (DESK REPORT),09/01/2019 07:15:00 PM,41.784385694,-87.740065946,POINT (-87.740065945952 41.784385693962),C
4107e208f18382597c6e43d65fc7e1224bc7e538ba388c41627c64d5548a2ff7ca517a51c5a868d642d3cc18004a18cb5b2ada5dc5b0f8a304d7dab4b80a789f,03/02/2019 01:35:00 AM,CLEAR,"DARKNESS, LIGHTED ROAD",DRY,ON SCENE,03/02/2019 01:45:00 AM,41.895578486,-87.715579397,POINT (-87.715579397022 41.895578486018),C
4121957efa4be78591706e45c3858966c113247b9f6593a46dad3b0e546810d52a521bfbb37828dec63215bcfbe9171166b4b221bf59d89294bf7273564417e6,12/14/2016 11:30:00 AM,CLEAR,DAYLIGHT,ICE,NOT ON SCENE (DESK REPORT),12/14/2016 12:20:00 PM,41.945064736,-87.806851953,POINT (-87.806851953014 41.945064736015),C
413cb5460e2404f556c6f5eb230c79ecb4cbc5e239a7f76a7008db2f69d8c8298097b8dd2fc6d9ab7dfa89c9638e73f74c47abfd01242963299ed585a844b88a,07/12/2019 10:07:00 PM,CLEAR,"DARKNESS, LIGHTED ROAD",DRY,ON SCENE,07/12/2019 10:07:00 PM,41.659003412,-87.614901778,POINT (-87.614901777985 41.659003411956),C
413ceb980e616e31a87b9053ea73ca59ecf73fe698ef41bc2c78a418754b6c09dac21c769a93e1c065ea7886a65e642ed05f0ddc164b320657ebd173259d33c1,06/14/2021 03:40:00 PM,CLEAR,DAYLIGHT,DRY,NOT ON SCENE (DESK REPORT),06/14/2021 09:50:00 PM,41.945552923,-87.786368212,POINT (-87.786368212009 41.945552922959),C
3f7d056ee0e6a8b24bc9cd1d99bc151d3a07d4a88386e141419213efcfe4654e37813cd21ea1365462d57eb05528f394338b4fab909c09596f116cbdab09b558,04/10/2019 07:30:00 PM,CLOUDY/OVERCAST,DARKNESS,DRY,ON SCENE,04/10/2019 07:30:00 PM,41.739882555,-87.553759062,POINT (-87.553759062011 41.73988255496),C
410963ebabc63413ff25ab00d0aa3e95ee6fc0349e3f3ea1eea0026e958f1aa84d3ff5d5d05b796d6bee3ce3fbbd5aba5aa145336a8242b06c880d75a742656d,11/08/2016 06:45:00 PM,CLEAR,"DARKNESS, LIGHTED ROAD",DRY,ON SCENE,11/08/2016 07:10:00 PM,41.990361416,-87.694471537,POINT (-87.694471536961 41.990361416049),C
3f51044f12edf0f69b22cedb8be28af0d645f64bd9a67ca8302c37016a862391471a1eddb1ab382445a2918d0573d12798904e51ed7006e7de4c9951fedce763,12/18/2019 05:35:00 PM,CLEAR,"DARKNESS, LIGHTED ROAD",DRY,NOT ON SCENE (DESK REPORT),12/19/2019 06:45:00 PM,41.983815182,-87.775349867,POINT (-87.775349867038 41.983815182028),C
403764d53dcca8cca7048dd1d387c85097ee395056a960b465a99d85cab2ebec9ee4b1ccb1c52eb0e5c6c45a9d879e1359821fc9416ca91e00a0337d6457f457,04/21/2023 07:48:00 AM,CLEAR,DAYLIGHT,DRY,NOT ON SCENE (DESK REPORT),04/21/2023 06:22:00 PM,41.924490094,-87.717288131,POINT (-87.717288130979 41.924490093998),C
4063874411832ac58b65621ce321c6965883b5788bed2ac053f594d560d5979d448e88b05ed2fb923bce9078e2ac22ad7094214787d6124ef196d4212fada2d5,09/05/2021 10:30:00 PM,CLEAR,"DARKNESS, LIGHTED ROAD",DRY,NOT ON SCENE (DESK REPORT),10/01/2021 09:00:00 AM,41.775981135,-87.586149007,POINT (-87.586149007038 41.775981134986),C
3ec9400f19add4f8e9e6b46fdd8d6ddc3bc1db6c5aad7d9d93e75c1c674c4ca62194d9ad22106b732c14f70f70cfd1087e090786b1ea283d55c9abfb77ccaff6,09/16/2018 11:14:00 AM,CLEAR,DAYLIGHT,UNKNOWN,NOT ON SCENE (DESK REPORT),09/20/2018 02:12:00 PM,41.954105717,-87.693290369,POINT (-87.693290369008 41.954105716988),C
4083524e9e81980732a039a063865d99a0cea53bffa3ef4b50ae6d7c86656adea0e83f617eb816e6acfb0dbca3cb398adc97889e0cf57032391c502f56b28e19,02/26/2019 03:40:00 PM,CLEAR,DAYLIGHT,DRY,NOT ON SCENE (DESK REPORT),02/26/2019 08:40:00 PM,41.789542093,-87.601115068,POINT (-87.601115067998 41.78954209303),C
406f1dbc525c8a254e8a93d805b04d51d9a1c9435892e13178d6fb4a572a96f0872000830d8e0236edcf7605baa532dc06af1e628eac77f2ae8d3feabedbd632,10/04/2017 03:40:00 PM,CLEAR,DAYLIGHT,DRY,NOT ON SCENE (DESK REPORT),10/12/2017 02:00:00 PM,41.882211292,-87.710898608,POINT (-87.710898608036 41.882211292041),C
416d5012399cd79b04a30dac5b073f2c573842a193d657dec7c72d3044d04266432213a71e1afa8aa46076a558b207083cea5fd7a05eb6b036ad9d66d4b73ec3,11/02/2017 03:03:00 PM,CLEAR,DAYLIGHT,DRY,NOT ON SCENE (DESK REPORT),11/02/2017 03:13:00 PM,41.726124591,-87.56609904,POINT (-87.566099040043 41.726124590973),C
3fdac0cce9d9d9d9247559492ba9314db6e08b9a30e8bc0d50f02a223b931d8c8c9ee19251847988b33a9ce9d783f834b005f989f7772446f33841897e577c31,12/12/2021 01:20:00 AM,CLEAR,"DARKNESS, LIGHTED ROAD",UNKNOWN,NOT ON SCENE (DESK REPORT),12/12/2021 01:30:00 AM,41.773455972,-87.585022352,POINT (-87.585022352022 41.773455972008),C
41712f37977b6d85d78e03121e4df3669087a78bed7b9c6b5b3fa0676ddf615951da9edc7e07d92a406916286a22314a342e56da4f30f9dadf6fc161c6d7fcf3,10/06/2021 09:00:00 AM,UNKNOWN,UNKNOWN,DRY,NOT ON SCENE (DESK REPORT),10/06/2021 06:38:00 PM,41.814479352,-87.695475672,POINT (-87.695475671994 41.814479351973),C
3fbce64efdfc0a6ed4d09be70b5a4efdc184e028df4cb9259bf8639580612969ecfdd8de92c2acd2ea049e3856b6f99d830fccdf4d7ff3c1454a57b65be0e59f,01/09/2022 12:40:00 PM,CLEAR,DAYLIGHT,DRY,ON SCENE,01/09/2022 12:41:00 PM,41.794602529,-87.742607215,POINT (-87.742607214988 41.794602528951),C
411a9d91c2f5d0658891413bb0054a1c52faa2b34e3ed418e3bb8bfc2c06dc865d922bad8189e95efe0cc6c15c34f3c89354e8fcba9bfbc68a4de84076e2b10f,04/30/2018 11:15:00 AM,CLEAR,DAYLIGHT,DRY,ON SCENE,04/30/2018 11:25:00 AM,41.941883022,-87.644605003,POINT (-87.644605003003 41.941883022027),C
40edfd6ca931ea18b08687e4122c4fafdba08b3effa4f0803a5c4bd7c5bf59f4e1ec74926087517a30e9fdac40975e8ffd2b4ab547cd4c23682fed1467434741,07/08/2019 10:30:00 PM,CLEAR,"DARKNESS, LIGHTED ROAD",DRY,NOT ON SCENE (DESK REPORT),07/24/2019 05:15:00 PM,41.903639931,-87.65554697,POINT (-87.655546970003 41.903639930952),C
3effad9d3d2f85c95cc020a537627b63235342f1dc8d05e3c7a8efd2cc8651f3f097d6eae659818cb95af8d6bd74d1d4d40810d72e13f09b09fa3c1b7f60ee9a,08/25/2021 12:30:00 PM,CLEAR,DAYLIGHT,DRY,NOT ON SCENE (DESK REPORT),08/25/2021 01:10:00 PM,41.86682801,-87.625963269,POINT (-87.62596326902 41.866828010004),C
3f4c118d0364585037fcd518f2487893b005e9e26f3602a4a3aae07f3e8900db0135665d56bade048baae8d7c5972d4a82ab91abc721a9435cedbe54166916d2,04/23/2022 08:47:00 PM,CLEAR,"DARKNESS, LIGHTED ROAD",UNKNOWN,ON SCENE,04/23/2022 08:47:00 PM,41.858908833,-87.729904272,POINT (-87.729904271964 41.85890883299),C
3eefe477a59ae2502cb43335b6c79a27ba16508c58578fa703e551c12412675b85bca64fea40cc9f8cfa5da58f50b4339f098294eb8d9e172cac34cb153f9c1b,04/03/2020 09:00:00 AM,CLEAR,DAYLIGHT,DRY,NOT ON SCENE (DESK REPORT),04/03/2020 09:40:00 AM,41.917103631,-87.687248767,POINT (-87.687248767006 41.917103631009),C
40f6aeb9da6186e39f88cb6a01dc7ebe546e796fb9394247b5c26c952e5bf893b6d212e43075c8f6739a7ff441c2211fb6827326b4664d1f18d8f13ae60f9038,08/14/2022 01:40:00 AM,CLEAR,"DARKNESS, LIGHTED ROAD",DRY,ON SCENE,08/14/2022 01:42:00 AM,41.784385694,-87.740065946,POINT (-87.740065945952 41.784385693962),C
40e7c11c48713d52ee639e3ee466d596d02297830921e61ec93b297550ccae2b186f179a3ecb6ca662bdd2571c1a5fd98436f01c4abea8d3588e8c4ec7ef772c,03/12/2022 04:10:00 PM,UNKNOWN,DAYLIGHT,UNKNOWN,NOT ON SCENE (DESK REPORT),03/14/2022 03:10:00 PM,41.924025937,-87.754108923,POINT (-87.754108923036 41.924025936998),C
42eaf5807516cd99a80a8c8e3b4c82f6d4f6c7430bb6f6fed0751708788d8807f57a1f11ad3f409f66b71ea4eeed5a821d5afe1db6cf3d021843fd88d9f31854,01/16/2023 02:10:00 PM,RAIN,DAYLIGHT,WET,ON SCENE,01/16/2023 02:14:00 PM,41.758245505,-87.626521907,POINT (-87.626521907009 41.758245504966),C
427508d24a04f29e6ef62d6a52b6838063cedf89caf3a0058fece3eadf18f37b42999e0067f539b1b7b2fa036d2310e69fcf4ccdc7cd8bf23321f1c161e8b1fb,02/15/2023 06:45:00 PM,CLEAR,"DARKNESS, LIGHTED ROAD",DRY,ON SCENE,02/15/2023 06:49:00 PM,41.786192939,-87.701055579,POINT (-87.70105557902 41.786192938996),C
4445c49093eca883f9c36a9f931f5916b994c2f42f0aac3852aee2b5453dbf3f9a7608d31979aa3da71b18b0b5927746290d6bf9f124003b61fc3d7ac1536cf3,02/24/2021 06:45:00 PM,CLEAR,"DARKNESS, LIGHTED ROAD",DRY,NOT ON SCENE (DESK REPORT),03/09/2021 04:30:00 PM,41.86682801,-87.625963269,POINT (-87.62596326902 41.866828010004),C
432850ce59a26d8e926ba1fd33f33ebb3ed83f7f65e79e1c8bbadc80b4b7926d9f84467b672dcbe3b2334f7e5101fb534c662b9eac5a9b022052d3f43f7c2e75,02/09/2022 05:30:00 PM,CLEAR,DUSK,DRY,NOT ON SCENE (DESK REPORT),02/10/2022 04:00:00 PM,41.917049819,-87.727076061,POINT (-87.727076061047 41.917049818976),C
41ab449d5e1aa8ab737fad9ea5710c394642977ef24cfd01ef1735385b4aeaa6fb069dc7c876884fea0a6660fa00529d00cf6f6da7bafa29f34f56da49a968d9,07/03/2018 06:57:00 PM,CLEAR,DAYLIGHT,DRY,NOT ON SCENE (DESK REPORT),07/03/2018 08:17:00 PM,41.94375169,-87.644915824,POINT (-87.644915824017 41.943751690028),C
426d88eadc1818902a61f405b5419ca7b30e1e9c0dfb691f60366be0434f416290b900b6b669289afefea3dde92d156de5df80bac62edb9fbfa6a74f74d59ebc,09/04/2019 07:15:00 AM,CLEAR,DAYLIGHT,DRY,NOT ON SCENE (DESK REPORT),09/04/2019 07:53:00 AM,41.866501191,-87.686157599,POINT (-87.686157599021 41.866501191036),C
42a1614acdc83aa40be69fbfe0f6b3d3ecabf4af85b52341f12160ae50d873e723506cd06b59ea646f09a5f86418f145bbc5baffdb0e67278ae55857f4a4d158,01/05/2019 01:30:00 PM,CLEAR,DAYLIGHT,DRY,ON SCENE,01/05/2019 01:40:00 PM,41.995942204,-87.751127598,POINT (-87.751127598024 41.995942204018),C
430c69836110b47c2484d7d6068a14b806d4784370173a628f27be66bebb3959b49b5adb7eca2d71f7bb9c82adb78b22cb69165e0e0a123fc3ed0f78cd1963ff,11/30/2019 08:55:00 AM,RAIN,DAYLIGHT,WET,ON SCENE,11/30/2019 09:05:00 AM,41.87479856,-87.755004029,POINT (-87.755004029038 41.874798560005),C
41a0b5a7555ea29574261b07b53bcdf69bdce2db710fc591aea4f9045cefb9c8bc2a30a2721ea58eb8dda463a97a3a88a122ba7300b70cf2c77f10dbe09d4e1e,06/13/2021 11:12:00 AM,CLEAR,DAYLIGHT,DRY,ON SCENE,06/13/2021 11:15:00 AM,41.962782731,-87.717865336,POINT (-87.717865336044 41.962782731047),C
443798313be66e49019e507f3004a5969c28f9a5041221fb401690aa3b7b9b7fe0df8f881c1e231e740570ceee7df43d6f5356b94dcbf64ec899e42e33f7800a,06/13/2017 10:00:00 AM,CLEAR,DAYLIGHT,DRY,NOT ON SCENE (DESK REPORT),06/13/2017 01:00:00 PM,42.000538814,-87.661614359,POINT (-87.661614359046 42.000538814032),C
4372730c616c5c4e8999e24d2315f0193e631aea23368c7dc19ac089e4e9502ff4e203fa6184065248c2aecbd24c8d8dec4fe5d94444c429cf00ff466efd3137,11/30/2017 04:30:00 PM,UNKNOWN,"DARKNESS, LIGHTED ROAD",DRY,NOT ON SCENE (DESK REPORT),11/30/2017 05:39:00 PM,41.895499511,-87.723699547,POINT (-87.723699546998 41.895499510995),C
41d99ccee93243962128159ade1b9f6b318da024d81179d48c3917e8d28e809f73b9bd35a8fa557bbcb911dac7fb8d3be027adc86bc2f83287df00f98bad229c,06/02/2023 09:46:00 PM,CLEAR,"DARKNESS, LIGHTED ROAD",DRY,ON SCENE,06/02/2023 09:50:00 PM,41.896737923,-87.620221354,POINT (-87.620221354034 41.896737923045),C
42b55231d55835a3911cfdce6e290adffb4ab41db165b355ebad3eba0b5f124b35a7bf12720f23e8ba049e668066fadc0d60cddf3e2f36b0c4cd7191d1b8a418,06/20/2023 09:33:00 AM,CLEAR,DAYLIGHT,DRY,ON SCENE,06/20/2023 09:33:00 AM,41.749435388,-87.715038878,POINT (-87.715038878015 41.749435387996),C
42ccbd0a8d9819a428f726e0255a3fb2cafee6cc0b3d68cfb233a390a18f3a8a2ab935b67d6d81ea83be5c4041eb8a8c9876286ddeecd5e3c03fbbba4af90842,01/24/2020 06:30:00 AM,RAIN,"DARKNESS, LIGHTED ROAD",WET,NOT ON SCENE (DESK REPORT),01/24/2020 11:20:00 AM,41.932458683,-87.644690381,POINT (-87.644690381015 41.932458682964),C
43d86b56d0fb365c302b2721c0d60fbf782a7d7e3ecf80c8ce3fd2d86931eb36c5541206259742e276e9c233b1c0ef20572cda7c0a833afe08c705868843808a,02/25/2020 07:45:00 AM,CLOUDY/OVERCAST,DAYLIGHT,DRY,ON SCENE,02/25/2020 08:12:00 AM,41.866501191,-87.686157599,POINT (-87.686157599021 41.866501191036),C
436f060cca899f62d6c9820b8ca044b9268535c1c18fb444bab7f413228929e04c7077a092f7265f352467cdd7d235940f8c2382e0fbca838b2eea30ac5780b8,06/15/2016 11:45:00 AM,CLEAR,DAYLIGHT,DRY,ON SCENE,06/15/2016 11:50:00 AM,41.773455972,-87.585022352,POINT (-87.585022352022 41.773455972008),C
42a35fda53488fb2ba221d42f66f720c634e21ffb1027419313ebbc63f043f1c807a06671daea10bd74e24def1b8d6ac847fbad1cb7d9dc62bf305b72560bfe7,05/13/2022 11:20:00 AM,CLEAR,DAYLIGHT,DRY,ON SCENE,05/13/2022 11:23:00 AM,41.860758562,-87.734944423,POINT (-87.734944423022 41.860758562008),C
43afa979b25a33d7bbf5a14444e503dbd110b3a08c5f7762fc509891b4d6b5c5d87b56508830531070fac35948af2ef7f3f29d62e6c31b0a5dcaefe17d386b53,04/27/2023 05:35:00 PM,CLEAR,DAYLIGHT,DRY,ON SCENE,04/27/2023 05:40:00 PM,41.851828943,-87.69286659,POINT (-87.692866589985 41.851828943004),C
