CRASH_RECORD_ID,CRASH_DATE,VEHICLE_ID,PERSON_TYPE,ZIPCODE,CRASH_TYPE,CRASH_MONTH,CRASH_YEAR,CRASH_TIME
a9ee795448b08bb52f52f5d1cd503591c06689c0ba98dc9165a7a07cbd0c14fe2f0e01d1152207bc5181ec2813c3781c0e5817eb38840f1bc81427124a07cd26,2020-05-06 10:45:00,835340.0,DRIVER,60655,P,5,2020,10:45:00
a9ee795448b08bb52f52f5d1cd503591c06689c0ba98dc9165a7a07cbd0c14fe2f0e01d1152207bc5181ec2813c3781c0e5817eb38840f1bc81427124a07cd26,2020-05-06 10:45:00,835344.0,DRIVER,60453,P,5,2020,10:45:00
cbc0de453b253b6835d3678f51c7a03738f697a6e6788f36bf0f68949133891dba613cb29c7fe78556253aac6cc8730c9879424b6984e67412fdd9c05229bbd9,2020-05-07 07:55:00,835330.0,DRIVER,60602,P,5,2020,07:55:00
cbc0de453b253b6835d3678f51c7a03738f697a6e6788f36bf0f68949133891dba613cb29c7fe78556253aac6cc8730c9879424b6984e67412fdd9c05229bbd9,2020-05-07 07:55:00,835331.0,DRIVER,60626,P,5,2020,07:55:00
0ea6720e462e7d77d90b9dd512f70493b394fd05f6fd915bbf4d9367e8632139335203d3b339cd37563192bfd41c56cd7a83345601550d257756e78a7cd39c09,2020-05-07 08:30:00,835332.0,DRIVER,60126,P,5,2020,08:30:00
dcdd101792d3f2dd4b19f83980f6da0d65c1d13fc6db2b10ea1ba94f586fd93f0bf0c7615f30d36e0eafffd57f01d44b7dd6201c3ac923517d854a72b8f44c5a,2020-05-07 09:08:00,835334.0,DRIVER,60804,P,5,2020,09:08:00
0adb13d275b044a4b87b12a0f9cbd2ce5c99adf39d76440215431efaf2571381b4e4d08b70a573982ba5a4b88c99c021e3884602bd259a6093c3091f21ef98e9,2022-03-25 07:20:00,1239190.0,DRIVER,60016,P,3,2022,07:20:00
4106dad59e4832b6d3fbf771ad00c6b9189581052c5b2952c30f3fac4b60809544bf4f0d50f22c00acf89cca0fb74e53d18a33e2ddf530a085c718c3c5c91b59,2020-02-08 01:24:00,795169.0,DRIVER,60505,P,2,2020,01:24:00
ae5d6cbca3428dc71df9c69e15f94648d40cf555143e98352c634d881311c5368683fb52cff634b2f3b62a7eb528fd3dc7674aebc3caa68af15199b7716416a4,2020-02-08 01:50:00,795168.0,DRIVER,60628,P,2,2020,01:50:00
fef26188db886602ea9c68abe18dca23258514a2340a704538f34436edbd464cdfaa2e856f58ffc29c3d0bb32c7365bc161866d45ae3088ed3ba984c10d9f7d4,2020-02-08 01:35:00,795171.0,DRIVER,60458,P,2,2020,01:35:00
fef26188db886602ea9c68abe18dca23258514a2340a704538f34436edbd464cdfaa2e856f58ffc29c3d0bb32c7365bc161866d45ae3088ed3ba984c10d9f7d4,2020-02-08 01:35:00,795174.0,DRIVER,60619,P,2,2020,01:35:00
99673f06d99b14a2912d0df7a9d3ef0f4c1dc413098509966324e4aa7a3d358d81b38e18574f11303c76a58a63cf7ff081204a4cbac857614e90ac7acf158d76,2020-02-08 00:40:00,795179.0,DRIVER,60634,P,2,2020,00:40:00
17b5b6f18cd6f1a353c3ec707cd16cfe80e28914e90496446eb6bf899b64f1ee604dddf176d56eb94e860fd4c1e6636b3e99cad0cef7d7234436c3c86d8690d1,2020-02-08 01:50:00,795176.0,DRIVER,60415,P,2,2020,01:50:00
8d84e1048d01accf40bac68e32e36921ceff4839e60eb9e347ead7f48b50da3618b719b9339969d79ba0fda0d214a0a05f0955f8147e7974bf978644d65a55d3,2020-02-08 02:23:00,795178.0,DRIVER,60409,P,2,2020,02:23:00
8d84e1048d01accf40bac68e32e36921ceff4839e60eb9e347ead7f48b50da3618b719b9339969d79ba0fda0d214a0a05f0955f8147e7974bf978644d65a55d3,2020-02-08 02:23:00,795180.0,DRIVER,60625,P,2,2020,02:23:00
1a7231f098fa73b60bdf370322373481fa580ea2d1aa7c7933d0322575a9f7d06e538d74656fe96e0b505db0dfa2515c5fff13c142a509071a33b155b54ecd56,2020-02-08 02:15:00,795181.0,DRIVER,60640,P,2,2020,02:15:00
e02d0ad7d4dd80bad85b779cb4876428a6e79441f121c6bd78263bf07a227182aa74c0615b32833dcb46b705de7529387e0ddd811e5a1ef544c2d102758663d4,2020-02-08 03:00:00,795185.0,DRIVER,46408,P,2,2020,03:00:00
e02d0ad7d4dd80bad85b779cb4876428a6e79441f121c6bd78263bf07a227182aa74c0615b32833dcb46b705de7529387e0ddd811e5a1ef544c2d102758663d4,2020-02-08 03:00:00,795188.0,DRIVER,53140,P,2,2020,03:00:00
f4e64dd644cca7f663631a85cbb9b981dc7fef8de0b0e502c212c7ab1fceca5cb476260f04e232be2591a064f1576a055795e82412b9b466b02aae2ad838a49d,2020-02-08 02:45:00,795195.0,DRIVER,60629,P,2,2020,02:45:00
a8405fd5fb5ec1a8b80143f139e248d72c9bb630278936e8b7aff7bc743fd8a9ccc5bc10b0364294d5059b2b988c626003e42b182d987ee4018e2bb3415dc84d,2020-02-08 03:02:00,795192.0,DRIVER,60076,P,2,2020,03:02:00
7962d916453226210407269da374c785f1976a5205d83146015db572666005c58347dd9dcd8f268a4065775e953227c7f6c85fba1d86a1c712428d312d581954,2020-02-08 03:20:00,795193.0,DRIVER,60803,P,2,2020,03:20:00
534b110db0423f839e97bfc4d2360ba80a1af16cd1aaf7173d26838c243d5918d857ba74b1b82487608726fef8997b18982d27840e0ed9352c38601c5fc90c4a,2020-02-08 03:30:00,795197.0,DRIVER,60628,P,2,2020,03:30:00
534b110db0423f839e97bfc4d2360ba80a1af16cd1aaf7173d26838c243d5918d857ba74b1b82487608726fef8997b18982d27840e0ed9352c38601c5fc90c4a,2020-02-08 03:30:00,795202.0,DRIVER,60628,P,2,2020,03:30:00
f4e64dd644cca7f663631a85cbb9b981dc7fef8de0b0e502c212c7ab1fceca5cb476260f04e232be2591a064f1576a055795e82412b9b466b02aae2ad838a49d,2020-02-08 02:45:00,795199.0,DRIVER,60804,P,2,2020,02:45:00
649ce227a0f17571656a0ce8dbb3cbe6ee9026e403da7adf7f6871743af14217d676fd3a3f6af92cf73621e2a8be1b49e95128e7998572d2fadf46625f4dab03,2020-02-08 04:12:00,795203.0,DRIVER,60620,P,2,2020,04:12:00
944a74a0fd1cd3dc5f89f1efda69d32e1b1881b5901f0ace2333769631a8dc2db27eb4aa25a484463e43e6a9d7392a93283f1bc398982b62a93f895f61e0ef40,2020-02-08 03:57:00,795204.0,DRIVER,60402,P,2,2020,03:57:00
944a74a0fd1cd3dc5f89f1efda69d32e1b1881b5901f0ace2333769631a8dc2db27eb4aa25a484463e43e6a9d7392a93283f1bc398982b62a93f895f61e0ef40,2020-02-08 03:57:00,795205.0,DRIVER,60154,P,2,2020,03:57:00
88d21640fb52f2596f17788a9f0a4dd3a49e3f910ab7ee83a065a2b055246195895f32988637f42b64b241b57d50119f219b551d4d9dac5a033a4de2ee6d4099,2020-02-08 05:31:00,795210.0,DRIVER,60428,P,2,2020,05:31:00
88d21640fb52f2596f17788a9f0a4dd3a49e3f910ab7ee83a065a2b055246195895f32988637f42b64b241b57d50119f219b551d4d9dac5a033a4de2ee6d4099,2020-02-08 05:31:00,795217.0,DRIVER,60101,P,2,2020,05:31:00
7855bd2642653e9ae6454dbff3cc6f0cf0a2b2ff944c026d689314a4445a0f0e9f166b5c70d4636f205787325f4afb43fcb024f198b65fe27a93ba9f88eb68a8,2020-02-08 05:50:00,795206.0,DRIVER,60656,P,2,2020,05:50:00
9972b4236d0aea7a461350a13c843c8a0977c018ead9d330e158c8b71f104882c154c3e866c792055f387cf8da00fdc9ea36bb00d92c156cf16c22f2ff1a1a4a,2020-02-08 05:15:00,795211.0,DRIVER,60446,P,2,2020,05:15:00
6a46d4b4ea4baf6f78a5fc203b33ef3156cf3c9dc1cfb9c230219ba3d11247d31a4b90ef000abbb7792dd0ecf0d0e9ec19b96c69f8dd7f8db92d2b16ad8cf153,2020-02-08 05:57:00,795222.0,DRIVER,46320,P,2,2020,05:57:00
dbe18a74b90c95ee78b5755d45e21399708085c1cea645a3a80e4648ec91cfe997940cda4c7bb9916b497428b43a19fe7aa3fec480ed95a79e53a6b10590ab41,2020-02-08 05:05:00,795215.0,DRIVER,60619,P,2,2020,05:05:00
0e27dd693abd2f926a7268b5d137a58ea344e35d22a42828979d1d5462e18c3787324278e061c571256be627f41127636fb5b4d3005b411545f927e6442a1e25,2020-02-08 05:35:00,795214.0,DRIVER,60638,P,2,2020,05:35:00
0e27dd693abd2f926a7268b5d137a58ea344e35d22a42828979d1d5462e18c3787324278e061c571256be627f41127636fb5b4d3005b411545f927e6442a1e25,2020-02-08 05:35:00,795225.0,DRIVER,60608,P,2,2020,05:35:00
a14f4a01060b36895808428c4b1a6b9c489662c30f5c69d2c8286b01301e5997ba809d43d122fecfe2b60b4fc29c4a6a4246138a7528e9cc8ed2f1e141946d58,2020-02-08 05:54:00,795228.0,DRIVER,60623,P,2,2020,05:54:00
baed6607d6889387c42b8f085f215937f97f87cb31d649df04888ffcc50912e878090102c9b4ae20aada585ef7b8e947e80bf7908701495e43e41ef92ac4ffa9,2020-02-08 06:53:00,795234.0,DRIVER,60641,P,2,2020,06:53:00
a7534c22e1a2ca92f71ff0f76162f8ed33672d2aecfe2ccf37d1b474e2fad6199464c9ea9543b66ecdf242c02b950c287ce522e66bd91afee54d7f0eb1eaf15c,2020-02-08 04:26:00,795246.0,DRIVER,60608,P,2,2020,04:26:00
8f432bdd59e7ed8820b96a2e5c5783e9cbcfbfbc53b838a6889cd48c0e49c947b562e51ff868aa1943684d9043843e7c7ebca08c48c05e5c75ebb7cddf55d236,2020-02-08 08:30:00,795251.0,DRIVER,60619,P,2,2020,08:30:00
53c4cd5ae6d699207f0a311b562dbac5da5bcb480479538fefd6d2cabeccf4fb4d4d27d574e3e452e0e16767d3153c67638123351bceabe2f2f30a93144af701,2020-02-08 08:42:00,795254.0,DRIVER,60625,P,2,2020,08:42:00
53c4cd5ae6d699207f0a311b562dbac5da5bcb480479538fefd6d2cabeccf4fb4d4d27d574e3e452e0e16767d3153c67638123351bceabe2f2f30a93144af701,2020-02-08 08:42:00,795262.0,DRIVER,60680,P,2,2020,08:42:00
190a3867e73f961f6384eefdc69ffc5dd5ff007eeccad5657f6a0f30ce5076169ff374360d1f7e9f57e810ad4485a256a197caa19e60bc587ecee6d0bc0a542a,2020-02-08 09:08:00,795272.0,DRIVER,60623,P,2,2020,09:08:00
67ffbf98cbe479115d3007351aecafd3cc7f58bd4d3db461dc6f78edfb5a91e546a64be1ce3a5a8ea1fc54c0f52f8f318f3e96ebfecdc590bca9a697dfd6edb9,2020-02-08 09:00:00,795278.0,DRIVER,60617,P,2,2020,09:00:00
28ef4720a9d5cde9561448af43b295f81022f76a9c8665f5588ccc671f3249e4762ddb1358a32da761097c3070a10249f8f3a4760c67685018c6e50790f33d91,2020-02-08 09:47:00,795274.0,DRIVER,60642,P,2,2020,09:47:00
28ef4720a9d5cde9561448af43b295f81022f76a9c8665f5588ccc671f3249e4762ddb1358a32da761097c3070a10249f8f3a4760c67685018c6e50790f33d91,2020-02-08 09:47:00,795280.0,DRIVER,60640,P,2,2020,09:47:00
3b6fef446340aa760e514e074275be5a75f6ba554e5ba96afa090ea04ad0328f04c4e792c83bc9c94ca19ba2f8bba507d121d7a6644f5cb35254e6fb104490b1,2020-02-08 09:40:00,795289.0,DRIVER,60620,P,2,2020,09:40:00
3b6fef446340aa760e514e074275be5a75f6ba554e5ba96afa090ea04ad0328f04c4e792c83bc9c94ca19ba2f8bba507d121d7a6644f5cb35254e6fb104490b1,2020-02-08 09:40:00,795300.0,DRIVER,60639,P,2,2020,09:40:00
fcaf737367406edbc93a75f40490f6736d24a9dca2726167fdfae43c211e3993061adb4b6b1a4b8736441a0910c158f4cb0e423a5923f33b10fe6a89558d2a22,2020-02-08 09:45:00,795288.0,DRIVER,60641,P,2,2020,09:45:00
fcaf737367406edbc93a75f40490f6736d24a9dca2726167fdfae43c211e3993061adb4b6b1a4b8736441a0910c158f4cb0e423a5923f33b10fe6a89558d2a22,2020-02-08 09:45:00,795294.0,DRIVER,60639,P,2,2020,09:45:00
a3e7b98d2a61d4cff85e451ba0257aaeaff13f77eb39c26e227ba520b39f66c920805a936634824bc6fc7968a6884b8351e5a5c3e7b646e01d74c311ec8569f7,2020-02-08 09:25:00,795299.0,DRIVER,60188,P,2,2020,09:25:00
a3e7b98d2a61d4cff85e451ba0257aaeaff13f77eb39c26e227ba520b39f66c920805a936634824bc6fc7968a6884b8351e5a5c3e7b646e01d74c311ec8569f7,2020-02-08 09:25:00,795305.0,DRIVER,60614,P,2,2020,09:25:00
18fe1ff211dcf99755abf912ec96cf7e1802754c703ea7a351e6fff87fca48c5a2a38c1cb6ee2ae4a374e8f44ecfd8eb5f285a303b7f952ff1dabc411852bf8a,2020-02-08 09:30:00,795302.0,DRIVER,60608,P,2,2020,09:30:00
0dc0636500ef67bfd72921f01998d666fe812bf4457256d66c87c14916a6b74b9dbf080e9f938471573b32a20ba8d1aaea685ddea050c2bec64bd4894ee167d0,2020-02-08 10:16:00,795312.0,DRIVER,60406,P,2,2020,10:16:00
bd42a9efc877f2dc3cf49e942a80fa1c839fc61903c52076a98001b48f6fa9f0b6a82189b7d9c8faca5aa516dd1640decf4bc42e67bd9459c3c51f23a63f173d,2020-02-08 10:21:00,795304.0,DRIVER,60428,P,2,2020,10:21:00
f687e6a311e8ceb4fb307dce7656610d41cbb8d1ec23794587d0a1021f88ad4e2b1434b97c553e9f73010c31c4d1b31bca1df264dcbac9152fff03574074ad90,2020-02-08 10:34:00,795319.0,DRIVER,60305,P,2,2020,10:34:00
f687e6a311e8ceb4fb307dce7656610d41cbb8d1ec23794587d0a1021f88ad4e2b1434b97c553e9f73010c31c4d1b31bca1df264dcbac9152fff03574074ad90,2020-02-08 10:34:00,795324.0,DRIVER,60619,P,2,2020,10:34:00
1fd10846decf0b79a09e113e8f601caba0c88b4a140195140a47f8a8c224d75bed7c43be61e6a9824c7129ff4585d2679ed36c7cb414349927578252dd281db4,2020-02-08 10:44:00,795321.0,DRIVER,60649,P,2,2020,10:44:00
1fd10846decf0b79a09e113e8f601caba0c88b4a140195140a47f8a8c224d75bed7c43be61e6a9824c7129ff4585d2679ed36c7cb414349927578252dd281db4,2020-02-08 10:44:00,795329.0,DRIVER,60623,P,2,2020,10:44:00
39fe342d56329e9c64a847542cf21002f60085cf6cb11a809761ecdb174b9bce877f94eb3410ccfe071cdf916edce7ac99369212edf0f2d10cab0d7aff60e876,2020-02-08 11:00:00,795322.0,DRIVER,60617,P,2,2020,11:00:00
e2710f194fb690414aced93d32de26893a08e902ef5086a976d3ed6ca35e1d4a9853c83a10080ffcb9029794da2d425951e8cfa523017d1399c9f2369881c777,2020-02-08 10:30:00,795325.0,DRIVER,60632,P,2,2020,10:30:00
e2710f194fb690414aced93d32de26893a08e902ef5086a976d3ed6ca35e1d4a9853c83a10080ffcb9029794da2d425951e8cfa523017d1399c9f2369881c777,2020-02-08 10:30:00,795336.0,DRIVER,60632,P,2,2020,10:30:00
289fdc71e97f3df1ebdac633fc9939840a4291be4bb6da620d5771cd22099beeddca618fd1f5c569ff5d9da38dcad397dbcbf8c71a236303861a8d747357b65f,2020-02-08 10:38:00,795333.0,DRIVER,60618,P,2,2020,10:38:00
e65b411f348d3d7607ea72cdc1074c69659f7e00e847d0b1e8b1f37c52a6f1b6659f07841b65cc39d2fd85cbc2c64427fa2436071bd4b22801d3abf9f0d5d84a,2020-02-08 10:24:00,795338.0,DRIVER,60629,P,2,2020,10:24:00
88219345d0d20520f5d17a5925f7d11de44eb3653ffb79497cac6efe23861852191bf91ea20f96987374089f39dc4065bf06548096bc7ec0285bf83d494d8df5,2020-02-08 11:38:00,795334.0,DRIVER,60613,P,2,2020,11:38:00
88219345d0d20520f5d17a5925f7d11de44eb3653ffb79497cac6efe23861852191bf91ea20f96987374089f39dc4065bf06548096bc7ec0285bf83d494d8df5,2020-02-08 11:38:00,795339.0,DRIVER,60613,P,2,2020,11:38:00
837d53f821a4390418e19135c9c77baaf8b4fbff7b283e457872e525a74d70960fe33c03048f81c579bd4c931bb6033f32d8e31a4b3a83fe86e555a0cf5e5a63,2020-02-08 11:24:00,795344.0,DRIVER,60827,P,2,2020,11:24:00
837d53f821a4390418e19135c9c77baaf8b4fbff7b283e457872e525a74d70960fe33c03048f81c579bd4c931bb6033f32d8e31a4b3a83fe86e555a0cf5e5a63,2020-02-08 11:24:00,795349.0,DRIVER,61701,P,2,2020,11:24:00
